depth,prec,rec,f1
6,0.95872784,0.69872165,0.8083309926371137
7,0.95156646,0.7604282,0.8453273615128981
8,0.99040794,0.7764409,0.8704686584896887
9,0.98784703,0.8341664,0.9045255301410324
10,0.98691535,0.8707922,0.9252244484816423
11,0.9903516,0.8808334,0.9323874868672811
12,0.9867873,0.9117972,0.9478112671357326
