depth,prec,rec,f1
6,0.8240899,0.71469945,0.7655064870046018
7,0.8275913,0.7164847,0.7680406126332696
8,0.83050734,0.7194971,0.7710269425847485
9,0.82887876,0.724097,0.7729529913003792
10,0.821771,0.7306044,0.7735107392703143
11,0.8148857,0.7333492,0.7719703858293551
12,0.8028467,0.73999035,0.77013810322445
